,reaction,name,notes,annotation,gpr,subunit_mw,subunit_num,reaction_mw_not_condider_subunit,reaction_mw_condider_subunit,smoment_no_adj_kcat,smoment_adj_kcat,kcat_in_vitro,kapp,kcat_zhaoxin,kcat_GO,kcat_ec_model,kcat_GO_change_type,kcat_zhao_change_type,model_ori_fluxes,ECMpy_fluxes,model_gecko_no_adj_fluxes,model_gecko_adj_fluxes,model_gecko_no_adj_subunit_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_no_adj_fluxes,model_smoment_adj_fluxes,model_smoment_no_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes
ETHAtex,etha_e --> etha_p,Ethanolamine transport via diffusion (extracellular),"OrderedDict([('reflection', 'ETHAtex_reverse')])","OrderedDict([('bigg.reaction', 'ETHAtex'), ('biocyc', 'META:TRANS-RXN0-476'), ('metanetx.reaction', 'MNXR97974'), ('rhea', ['32747', '32748', '32749', '32750']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DUMPtex_reverse,dump_p --> dump_e,,"OrderedDict([('reflection', 'DUMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DUMPtex,dump_e --> dump_p,DUMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DUMPtex_reverse')])","OrderedDict([('bigg.reaction', 'DUMPtex'), ('metanetx.reaction', 'MNXR97813'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DTMPtex_reverse,dtmp_p --> dtmp_e,,"OrderedDict([('reflection', 'DTMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DTMPtex,dtmp_e --> dtmp_p,DTMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DTMPtex_reverse')])","OrderedDict([('bigg.reaction', 'DTMPtex'), ('metanetx.reaction', 'MNXR97806'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DOXRBCNtex_reverse,doxrbcn_p --> doxrbcn_e,,"OrderedDict([('reflection', 'DOXRBCNtex')])",,b1377 or b0929 or b2215 or b0241,41.21985 or 39.33331 or 40.36812 or 38.922 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DOXRBCNtex,doxrbcn_e --> doxrbcn_p,Doxorubicin transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DOXRBCNtex_reverse')])","OrderedDict([('bigg.reaction', 'DOXRBCNtex'), ('metanetx.reaction', 'MNXR97760'), ('rhea', ['35079', '35080', '35081', '35082']), ('sbo', 'SBO:0000375')])",b1377 or b0929 or b2215 or b0241,41.21985 or 39.33331 or 40.36812 or 38.922 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DOPAtex_reverse,dopa_p --> dopa_e,,"OrderedDict([('reflection', 'DOPAtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DOPAtex,dopa_e --> dopa_p,Dopamine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DOPAtex_reverse')])","OrderedDict([('bigg.reaction', 'DOPAtex'), ('metanetx.reaction', 'MNXR97758'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DMSOtex_reverse,dmso_p --> dmso_e,,"OrderedDict([('reflection', 'DMSOtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DMSOtex,dmso_e --> dmso_p,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DMSOtex_reverse')])","OrderedDict([('bigg.reaction', 'DMSOtex'), ('biocyc', 'META:TRANS-RXN0-273'), ('metanetx.reaction', 'MNXR97533'), ('rhea', ['29699', '29700', '29701', '29702']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DMStex_reverse,dms_p --> dms_e,,"OrderedDict([('reflection', 'DMStex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DMStex,dms_e --> dms_p,Dimethyl sulfide transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DMStex_reverse')])","OrderedDict([('bigg.reaction', 'DMStex'), ('metanetx.reaction', 'MNXR97534'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DINStex_reverse,din_p --> din_e,,"OrderedDict([('reflection', 'DINStex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DINStex,din_e --> din_p,Deoxyinosine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DINStex_reverse')])","OrderedDict([('bigg.reaction', 'DINStex'), ('metanetx.reaction', 'MNXR97466'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DIMPtex_reverse,dimp_p --> dimp_e,,"OrderedDict([('reflection', 'DIMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DIMPtex,dimp_e --> dimp_p,DIMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DIMPtex_reverse')])","OrderedDict([('bigg.reaction', 'DIMPtex'), ('metanetx.reaction', 'MNXR97463'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DHAtex_reverse,dha_p --> dha_e,,"OrderedDict([('reflection', 'DHAtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0.238411315,0,0,0,0.246633852,1.44E-16
DHAtex,dha_e --> dha_p,Dihydroxyacetone transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DHAtex_reverse')])","OrderedDict([('bigg.reaction', 'DHAtex'), ('biocyc', 'META:TRANS-RXN0-559'), ('metanetx.reaction', 'MNXR97367'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DGSNtex_reverse,dgsn_p --> dgsn_e,,"OrderedDict([('reflection', 'DGSNtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DGSNtex,dgsn_e --> dgsn_p,Deoxyguanosine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DGSNtex_reverse')])","OrderedDict([('bigg.reaction', 'DGSNtex'), ('metanetx.reaction', 'MNXR97324'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DGMPtex_reverse,dgmp_p --> dgmp_e,,"OrderedDict([('reflection', 'DGMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DGMPtex,dgmp_e --> dgmp_p,DGMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DGMPtex_reverse')])","OrderedDict([('bigg.reaction', 'DGMPtex'), ('metanetx.reaction', 'MNXR97322'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DCMPtex_reverse,dcmp_p --> dcmp_e,,"OrderedDict([('reflection', 'DCMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DCMPtex,dcmp_e --> dcmp_p,DCMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DCMPtex_reverse')])","OrderedDict([('bigg.reaction', 'DCMPtex'), ('metanetx.reaction', 'MNXR97186'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DCAtex_reverse,dca_p --> dca_e,,"OrderedDict([('reflection', 'DCAtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DCAtex,dca_e --> dca_p,Decanoate transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DCAtex_reverse')])","OrderedDict([('bigg.reaction', 'DCAtex'), ('metanetx.reaction', 'MNXR97181'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DAMPtex_reverse,damp_p --> damp_e,,"OrderedDict([('reflection', 'DAMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
DAMPtex,damp_e --> damp_p,DAMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'DAMPtex_reverse')])","OrderedDict([('bigg.reaction', 'DAMPtex'), ('metanetx.reaction', 'MNXR97136'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYTDtex_reverse,cytd_p --> cytd_e,,"OrderedDict([('reflection', 'CYTDtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYTDtex,cytd_e --> cytd_p,Cytidine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CYTDtex_reverse')])","OrderedDict([('bigg.reaction', 'CYTDtex'), ('metanetx.reaction', 'MNXR97043'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYStex_reverse,cys__L_p --> cys__L_e,,"OrderedDict([('reflection', 'CYStex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYStex,cys__L_e --> cys__L_p,L-cysteine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CYStex_reverse')])","OrderedDict([('bigg.reaction', 'CYStex'), ('biocyc', 'META:RXN0-1924'), ('metanetx.reaction', 'MNXR97029'), ('rhea', ['29655', '29656', '29657', '29658']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYSDtex_reverse,cys__D_p --> cys__D_e,,"OrderedDict([('reflection', 'CYSDtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYSDtex,cys__D_e --> cys__D_p,D-cysteine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CYSDtex_reverse')])","OrderedDict([('bigg.reaction', 'CYSDtex'), ('metanetx.reaction', 'MNXR96997'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYNTtex_reverse,cynt_p --> cynt_e,,"OrderedDict([('reflection', 'CYNTtex')])",,b0929 or b2215 or b0241 or b1377,39.33331 or 40.36812 or 38.922 or 41.21985 ,3 or 3 or 3 or 1 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYNTtex,cynt_e --> cynt_p,Cyanate transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CYNTtex_reverse')])","OrderedDict([('bigg.reaction', 'CYNTtex'), ('biocyc', 'META:TRANS-RXN-14'), ('metanetx.reaction', 'MNXR96963'), ('sbo', 'SBO:0000375')])",b0929 or b2215 or b0241 or b1377,39.33331 or 40.36812 or 38.922 or 41.21985 ,3 or 3 or 3 or 1 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYANtex_reverse,cyan_p --> cyan_e,,"OrderedDict([('reflection', 'CYANtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CYANtex,cyan_e --> cyan_p,Cyanide transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CYANtex_reverse')])","OrderedDict([('bigg.reaction', 'CYANtex'), ('metanetx.reaction', 'MNXR96957'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CU2tex_reverse,cu2_p --> cu2_e,,"OrderedDict([('reflection', 'CU2tex')])",,b0241 or b1377 or b2215 or b0929,38.922 or 41.21985 or 40.36812 or 39.33331 ,3 or 1 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CU2tex,cu2_e --> cu2_p,Copper (Cu+2) transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CU2tex_reverse')])","OrderedDict([('bigg.reaction', 'CU2tex'), ('biocyc', 'META:RXN0-14'), ('metanetx.reaction', 'MNXR96951'), ('rhea', ['28703', '28704', '28705', '28706']), ('sbo', 'SBO:0000375')])",b0241 or b1377 or b2215 or b0929,38.922 or 41.21985 or 40.36812 or 39.33331 ,3 or 1 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0.000621791,0.000501551,0.000579316,0.000621343,0,0,0.000621343,0.000621343,0.000265165,0.000415248
CUtex_reverse,cu_p --> cu_e,,"OrderedDict([('reflection', 'CUtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CUtex,cu_e --> cu_p,Copper (Cu+1) transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CUtex_reverse')])","OrderedDict([('bigg.reaction', 'CUtex'), ('metanetx.reaction', 'MNXR96954'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CSNtex_reverse,csn_p --> csn_e,,"OrderedDict([('reflection', 'CSNtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CSNtex,csn_e --> csn_p,Cytosine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CSNtex_reverse')])","OrderedDict([('bigg.reaction', 'CSNtex'), ('metanetx.reaction', 'MNXR96928'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CRNtex_reverse,crn_p --> crn_e,,"OrderedDict([('reflection', 'CRNtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CRNtex,crn_e --> crn_p,L-carnitine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CRNtex_reverse')])","OrderedDict([('bigg.reaction', 'CRNtex'), ('metanetx.reaction', 'MNXR96906'), ('rhea', ['34959', '34960', '34961', '34962']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CRNDtex_reverse,crn__D_p --> crn__D_e,,"OrderedDict([('reflection', 'CRNDtex')])",,b0241 or b1377 or b2215 or b0929,38.922 or 41.21985 or 40.36812 or 39.33331 ,3 or 1 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CRNDtex,crn__D_e --> crn__D_p,D-carnitine transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CRNDtex_reverse')])","OrderedDict([('bigg.reaction', 'CRNDtex'), ('metanetx.reaction', 'MNXR96904'), ('rhea', ['35067', '35068', '35069', '35070']), ('sbo', 'SBO:0000375')])",b0241 or b1377 or b2215 or b0929,38.922 or 41.21985 or 40.36812 or 39.33331 ,3 or 1 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
COBALT2tex_reverse,cobalt2_p --> cobalt2_e,,"OrderedDict([('reflection', 'COBALT2tex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
COBALT2tex,cobalt2_e --> cobalt2_p,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'COBALT2tex_reverse')])","OrderedDict([('bigg.reaction', 'COBALT2tex'), ('biocyc', 'META:TRANS-RXN-141A'), ('metanetx.reaction', 'MNXR96821'), ('rhea', ['28578', '28579', '28580', '28581']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,2.19E-05,1.77E-05,0,0,9.35E-06,1.46E-05,2.19E-05,2.19E-05,9.35E-06,1.46E-05
CO2tex_reverse,co2_p --> co2_e,,"OrderedDict([('reflection', 'CO2tex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,24.00329327,18.00113148,0,0,3.14527024,31.04157201,24.02922395,24.02922395,3.14337828,31.02205866
CO2tex,co2_e --> co2_p,CO2 transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CO2tex_reverse')])","OrderedDict([('bigg.reaction', 'CO2tex'), ('biocyc', 'META:TRANS-RXN0-545'), ('metanetx.reaction', 'MNXR96810'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CMPtex_reverse,cmp_p --> cmp_e,,"OrderedDict([('reflection', 'CMPtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CMPtex,cmp_e --> cmp_p,CMP transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CMPtex_reverse')])","OrderedDict([('bigg.reaction', 'CMPtex'), ('metanetx.reaction', 'MNXR96806'), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CMtex_reverse,cm_p --> cm_e,,"OrderedDict([('reflection', 'CMtex')])",,b1377 or b2215 or b0929 or b0241,41.21985 or 40.36812 or 39.33331 or 38.922 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CMtex,cm_e --> cm_p,Chloramphenicol transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CMtex_reverse')])","OrderedDict([('bigg.reaction', 'CMtex'), ('metanetx.reaction', 'MNXR96808'), ('rhea', ['35287', '35288', '35289', '35290']), ('sbo', 'SBO:0000375')])",b1377 or b2215 or b0929 or b0241,41.21985 or 40.36812 or 39.33331 or 38.922 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CLtex_reverse,cl_p --> cl_e,,"OrderedDict([('reflection', 'CLtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CLtex,cl_e --> cl_p,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CLtex_reverse')])","OrderedDict([('bigg.reaction', 'CLtex'), ('biocyc', 'META:TRANS-RXN-139'), ('metanetx.reaction', 'MNXR96797'), ('rhea', ['29823', '29824', '29825', '29826']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0.004564771,0.003682049,0,0,0.00194768,0.003049272,0.004561482,0.004561482,0.001946664,0.003048468
CITtex_reverse,cit_p --> cit_e,,"OrderedDict([('reflection', 'CITtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CITtex,cit_e --> cit_p,Citrate transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CITtex_reverse')])","OrderedDict([('bigg.reaction', 'CITtex'), ('metanetx.reaction', 'MNXR96756'), ('rhea', ['33183', '33184', '33185', '33186']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CHTBStex_reverse,chtbs_p --> chtbs_e,,"OrderedDict([('reflection', 'CHTBStex')])",,b0241 or b0929 or b2215 or b1377 or b0681,38.922 or 39.33331 or 40.36812 or 41.21985 or 52.78 ,3 or 3 or 3 or 1 or 1 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CHTBStex,chtbs_e --> chtbs_p,Chitobiose transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CHTBStex_reverse')])","OrderedDict([('bigg.reaction', 'CHTBStex'), ('biocyc', 'META:TRANS-RXN0-445'), ('metanetx.reaction', 'MNXR96716'), ('rhea', ['35051', '35052', '35053', '35054']), ('sbo', 'SBO:0000375')])",b0241 or b0929 or b2215 or b1377 or b0681,38.922 or 39.33331 or 40.36812 or 41.21985 or 52.78 ,3 or 3 or 3 or 1 or 1 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CHLtex_reverse,chol_p --> chol_e,,"OrderedDict([('reflection', 'CHLtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CHLtex,chol_e --> chol_p,Choline transport via diffusion (extracellular to periplasm),"OrderedDict([('reflection', 'CHLtex_reverse')])","OrderedDict([('bigg.reaction', 'CHLtex'), ('biocyc', 'META:TRANS-RXN-319'), ('metanetx.reaction', 'MNXR96693'), ('rhea', ['32751', '32752', '32753', '32754']), ('sbo', 'SBO:0000375')])",b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
CGLYtex_reverse,cgly_p --> cgly_e,,"OrderedDict([('reflection', 'CGLYtex')])",,b1377 or b0241 or b0929 or b2215,41.21985 or 38.922 or 39.33331 or 40.36812 ,1 or 3 or 3 or 3 ,,,,467.9193702,,,,7.105,,GO,,0,0,0,0,0,0,0,0,0,0
