,fluxes,equ,kcat,MW,kcat_MW,source
FBA_reverse,0.0,dhap_c + g3p_c --> fdp_c,20255.4,78.2945,258.70782749746155,
PGI_reverse,0.0,f6p_c --> g6p_c,6432480.0,123.0595,52271.29965585753,
PGK_reverse,18.061192943197206,13dpg_c + adp_c --> 3pg_c + atp_c,3322215.0,41.1182,80796.7031630762,
RPE_reverse,0.3022728118948838,xu5p__D_c --> ru5p__D_c,5032284.368,24.5542,204945.97127986245,
TALA_reverse,0.00858557553204492,e4p_c + f6p_c --> g3p_c + s7p_c,641124.0,35.6588,17979.404803302412,
TKT1_reverse,0.00858557553204492,g3p_c + s7p_c --> r5p_c + xu5p__D_c,44816115.1,73.0427,613560.494067169,
ALCD2x_reverse,0.0,acald_c + h_c + nadh_c --> etoh_c + nad_c,1127205.0,141.5183,7965.082961002216,
RMI_reverse,0.0,rml_c --> rmn_c,2387438.64,188.7978,12645.479131642423,
NDPK6_reverse,0.0,adp_c + dutp_c --> atp_c + dudp_c,701471.8001,23.586,29741.024340710585,
NDPK8_reverse,0.0,adp_c + datp_c --> atp_c + dadp_c,701471.8001,23.586,29741.024340710585,
PYNP2r_reverse,0.0,r1p_c + ura_c --> pi_c + uri_c,263696.0,162.9545,1618.2185824877497,
DURIPP_reverse,0.0,2dr1p_c + ura_c --> duri_c + pi_c,1138459.5,94.4142,12058.1385003527,
TRPAS2_reverse,0.0425222403149799,indole_c + nh4_c + pyr_c --> h2o_c + trp__L_c,45490.9091,211.0938,215.5009247074049,
EX_co2_e_reverse,0.0, --> co2_e,,,,
ILETA_reverse,0.217334481932178,3mop_c + glu__L_c --> akg_c + ile__L_c,66782.00002,204.5619,326.4635302077269,
VALTA_reverse,0.0,3mob_c + glu__L_c --> akg_c + val__L_c,66782.00002,204.5619,326.4635302077269,
ORPT_reverse,0.24745605413144584,orot_c + prpp_c --> orot5p_c + ppi_c,945441.6479999999,47.13399999999999,20058.59142020622,
PTAr_reverse,12.13097381847514,actp_c + coa_c --> accoa_c + pi_c,6554477.6460000025,72.1335,90865.93116929027,
ACKr_reverse,0.0,actp_c + adp_c --> ac_c + atp_c,7147440.0,42.4337,168437.8218255773,
AIRC3_reverse,0.3349788730293288,5caiz_c --> 5aizc_c,51959.99999,142.2426,365.29141051977393,
ADSL2r_reverse,0.0,aicar_c + fum_c --> 25aics_c,443916.0,206.1712,2153.1426309785265,
EX_fe2_e_reverse,0.012014666743466958, --> fe2_e,,,,
PUNP5_reverse,0.0,hxan_c + r1p_c --> ins_c + pi_c,1935298.2859999998,155.6995,12429.701354211154,
PUNP6_reverse,0.0,2dr1p_c + hxan_c --> din_c + pi_c,1200916.8,155.6995,7713.042109961818,
PUNP7_reverse,0.0,r1p_c + xan_c --> pi_c + xtsn_c,1935298.2859999998,179.0077,10811.257202902443,
EX_glc__D_e_reverse,10.0, --> glc__D_e,,,,
PUNP1_reverse,0.0005034475262032157,ade_c + r1p_c --> adn_c + pi_c,1935298.2859999998,155.6995,12429.701354211154,
PUNP2_reverse,0.0,2dr1p_c + ade_c --> dad_2_c + pi_c,1935298.2859999998,155.6995,12429.701354211154,
PUNP3_reverse,0.0,gua_c + r1p_c --> gsn_c + pi_c,1935298.2859999998,155.6995,12429.701354211154,
LYSAM_reverse,0.0,36dahx_c --> lys__L_c,149549.4,38.75,3859.339354838709,
IPPMIa_reverse,0.33702632604451227,2ippm_c + h2o_c --> 3c2hmp_c,207000000000.0,72.3693,2860328896.3690405,gene-GO or gene-kcat
MDH_reverse,0.0,h_c + nadh_c + oaa_c --> mal__L_c + nad_c,1711311.935,64.6746,26460.340458232447,
FUM_reverse,0.0,mal__L_c --> fum_c + h2o_c,1599415.7140000004,120.2106,13305.113808599242,
OHPBAT_reverse,0.0,akg_c + phthr_c --> glu__L_c + ohpb_c,3856.5,79.5666,48.4688298859069,
AGPR_reverse,0.22127154631614332,acg5p_c + h_c + nadph_c --> acg5sa_c + nadp_c + pi_c,,,,
G1SAT_reverse,0.0,5aop_c --> glu1sa_c,1836.0,90.7322,20.235373990711125,
GUI1_reverse,0.0,fruur_c --> glcur_c,244320.0,53.9872,4525.517159623022,
PGAMT_reverse,0.07068313500135145,gam6p_c --> gam1p_c,5639.04,47.5436,118.607762138332,
GLUR_reverse,0.02078722118594482,glu__L_c --> glu__D_c,21087435.6,31.002,680195.9744532611,
UAG2E_reverse,0.0,uacmam_c --> uacgam_c,10908.9,84.4892,129.11591067260667,
EX_zn2_e_reverse,0.00025509005413873557, --> zn2_e,,,,
HACD5_reverse,0.0,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,4965491.502,77.0722,64426.492327973,
GHMT2r_reverse,0.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,193916.5714,90.6332,2139.5754690334225,
ADK4_reverse,0.0,adp_c + idp_c --> amp_c + itp_c,,,,
KARA1_reverse,0.6540830655927385,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,703800.0,216.2761,3254.1737159122063,median
KARA2_reverse,0.0,23dhmp_c + nadp_c --> 2ahbut_c + h_c + nadph_c,9268.628573,216.2761,42.85553777324448,
ICHORS_copy2_reverse,0.0,ichor_c --> chor_c,36871.49999,97.5291,378.0563953732783,
DHBD_reverse,0.0,23dhb_c + h_c + nadh_c --> 23ddhb_c + nad_c,62421.7091,104.9986,594.5003942909715,
RBP4E_reverse,0.0,xu5p__D_c --> ru5p__L_c,64040.8,25.2777,2533.489993156023,
HACD6_reverse,0.0,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,4965491.502,77.0722,64426.492327973,
ECOAH1_reverse,0.0,b2coa_c + h2o_c --> 3hbcoa_c,3345870.0,77.0722,43412.151203676556,
ECOAH2_reverse,0.0,h2o_c + hx2coa_c --> 3hhcoa_c,4002840.0,77.0722,51936.23641209152,
ECOAH3_reverse,0.0,h2o_c + oc2coa_c --> 3hocoa_c,4002840.0,77.0722,51936.23641209152,
UGLT_reverse,0.0,g1p_c + udpgal_c --> gal1p_c + udpg_c,1062332.308,79.2914,13397.825085696555,
XYLI2_reverse,0.0,fru_c --> glc__D_c,8727.525,198.968,43.86396304933457,
PMANM_reverse,0.0,man6p_c --> man1p_c,89293.84614,50.4626,1769.5054582998102,
UDPG4E_reverse,0.0,udpgal_c --> udpg_c,886123.6362,74.5302,11889.457377009587,
XYLI1_reverse,0.0,xylu__D_c --> xyl__D_c,15633.0,198.968,78.57042338466488,
LCARS_reverse,0.0,12ppd__S_c + nad_c --> h_c + lald__L_c + nadh_c,,,,
ALCD19_reverse,0.0,glyc_c + nad_c --> glyald_c + h_c + nadh_c,18144.88358,141.5183,128.21581081739959,
RMPA_reverse,0.0,dhap_c + lald__L_c --> rml1p_c,59904.0,120.582,496.79056575608286,
SBTPD_reverse,0.0,f6p_c + h_c + nadh_c --> nad_c + sbt6p_c,,,,
GLTPD_reverse,0.0,h_c + nadh_c + tag6p__D_c --> galt1p_c + nad_c,,,,
TGBPA_reverse,0.0,dhap_c + g3p_c --> tagdp__D_c,26584.5,77.9206,341.1742209377238,
MANAO_reverse,0.0,fruur_c + h_c + nadh_c --> mana_c + nad_c,,,,
TAGURr_reverse,0.0,h_c + nadh_c + tagur_c --> altrn_c + nad_c,,,,
HACD4_reverse,0.0,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,4965491.502,77.0722,64426.492327973,
HACD7_reverse,0.0,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,4965491.502,77.0722,64426.492327973,
ADK1_reverse,0.0,2.0 adp_c --> amp_c + atp_c,117273.96,23.586,4972.185194606971,
SERASr_reverse,0.0,ppi_c + seramp_c --> atp_c + h_c + ser__L_c,,,,
MLTP2_reverse,0.0,g1p_c + maltpt_c --> malthx_c + pi_c,177517.9608,181.0448,980.5195222397992,
CYTK1_reverse,0.0,adp_c + cdp_c --> atp_c + cmp_c,300430.96,24.7463,12140.439580866634,
CYTK2_reverse,0.0,adp_c + dcdp_c --> atp_c + dcmp_c,300430.96,24.7463,12140.439580866634,
GK1_reverse,0.0,adp_c + gdp_c --> atp_c + gmp_c,1034562.8570000001,47.1854,21925.486633577337,
HACD1_reverse,0.0,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,4965491.502,77.0722,64426.492327973,
HACD2_reverse,0.0,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,4965491.502,77.0722,64426.492327973,
NDPK7_reverse,0.0,adp_c + dctp_c --> atp_c + dcdp_c,701471.8001,23.586,29741.024340710585,
GLYAT_reverse,0.0,2aobut_c + coa_c --> accoa_c + gly_c,645.7200012,86.2341,7.487989104078316,
CRNBTCT_reverse,0.0,crncoa_c + gbbtn_c --> bbtcoa_c + crn_c,,,,
CRNCBCT_reverse,0.0,crncoa_c + ctbt_c --> crn_c + ctbtcoa_c,,,,
CRNCDH_reverse,0.0,ctbtcoa_c + h2o_c --> crncoa_c,,,,
NDPK2_reverse,0.0,adp_c + utp_c --> atp_c + udp_c,701471.8001,23.586,29741.024340710585,
NDPK3_reverse,0.0,adp_c + ctp_c --> atp_c + cdp_c,701471.8001,23.586,29741.024340710585,
NDPK4_reverse,0.0,adp_c + dttp_c --> atp_c + dtdp_c,701471.8001,23.586,29741.024340710585,
DGK1_reverse,0.0,adp_c + dgdp_c --> atp_c + dgmp_c,1034562.8570000001,47.1854,21925.486633577337,
DTMPK_reverse,0.0,adp_c + dtdp_c --> atp_c + dtmp_c,10698.0353,23.7831,449.8166891616315,
NDPK1_reverse,0.0,adp_c + gtp_c --> atp_c + gdp_c,701471.8001,23.586,29741.024340710585,
PGMT_reverse,0.0,g6p_c --> g1p_c,207523.2,20.7798,9986.77561862963,
UMPK_reverse,0.0,adp_c + udp_c --> atp_c + ump_c,614868.0001,24.7463,24846.866000169717,
DDPGALA_reverse,0.0,g3p_c + pyr_c --> 2dh3dgal6p_c,48681.60001,21.3906,2275.840790347162,
F6PA_reverse,0.0,dha_c + g3p_c --> f6p_c,,,,
IDOND_reverse,0.0,idon__L_c + nad_c --> 5dglcn_c + h_c + nadh_c,,,,
MCOATA_reverse,0.0,coa_c + malACP_c --> ACP_c + malcoa_c,718809.3137,41.0567,17507.722581210863,
DAPE_reverse,0.0,26dap__M_c --> 26dap_LL_c,251231.85,60.4171,4158.290450882284,
SDPTA_reverse,0.2774938430871256,glu__L_c + sl2a6o_c --> akg_c + sl26da_c,86400.0,44.7291,1931.628402985976,
ARAI_reverse,0.0,rbl__L_c --> arab__L_c,134329.451,336.4439,399.26255461906135,
M1PD_reverse,0.0,f6p_c + h_c + nadh_c --> mnl1p_c + nad_c,244395.0,41.139,5940.713191861737,
G3PD2_reverse,0.10400193562111475,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c,,,,
FCI_reverse,0.0,fcl__L_c --> fuc__L_c,379.8,389.86,0.9741958651823732,
FCLPA_reverse,0.0,dhap_c + lald__L_c --> fc1p_c,46752.00001,23.2225,2013.2199379911724,
UAGAAT_reverse,0.0,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,33000.0,92.8795,355.29907030076606,
PRPPS_reverse,0.0,amp_c + h_c + prpp_c --> atp_c + r5p_c,138218.4,34.2183,4039.3122978055603,
PRMICI_reverse,0.0,prlp_c --> prfp_c,28498.5,26.0326,1094.7235389473199,
SERAT_reverse,0.0,acser_c + coa_c --> accoa_c + ser__L_c,4283662.255,175.8998,24352.854608134858,
ASPK_reverse,0.0,4pasp_c + adp_c --> asp__L_c + atp_c,75289.0909,97.0635,775.6684119159106,
ASAD_reverse,0.7997379903766066,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,765074.9999,80.0358,9559.1597747508,
CBMKr_reverse,0.0,adp_c + cbp_c + 2.0 h_c --> atp_c + co2_c + nh4_c,1082160.0,31.6441,34197.84414788223,
AMANAPEr_reverse,0.0,acgam6p_c --> acmanap_c,,,,
NNATr_reverse,0.0,dnad_c + ppi_c --> atp_c + h_c + nicrnt_c,39062.080330000004,24.528,1592.550567922375,
GAPD_reverse,0.0,13dpg_c + h_c + nadh_c --> g3p_c + nad_c + pi_c,450842.4,142.13,3172.0424963061987,
ARGSL_reverse,0.0,arg__L_c + fum_c --> argsuc_c,1445385.6,50.3182,28724.906693800654,
EX_mg2_e_reverse,0.006489461054702437, --> mg2_e,,,,
ACOATA_reverse,0.0,acACP_c + coa_c --> ACP_c + accoa_c,159.5999988,75.6698,2.109163745642251,
MLTP3_reverse,0.0,g1p_c + malthx_c --> malthp_c + pi_c,177517.9608,181.0448,980.5195222397992,
OCBT_reverse,0.0,citr__L_c + h_c + pi_c --> cbp_c + orn_c,2039312.58,110.4814,18458.424494982868,
GARFT_reverse,0.0,fgam_c + h_c + thf_c --> 10fthf_c + gar_c,22952.16,23.2383,987.6867068589357,
PHETA1_reverse,0.13859020199417257,glu__L_c + phpyr_c --> akg_c + phe__L_c,635971.2001,87.0756,7303.667159342,
MCITL2_reverse,0.0,pyr_c + succ_c --> micit_c,259416.0,128.5386,2018.195312536468,
ACOTA_reverse,0.22127154631614332,acg5sa_c + glu__L_c --> acorn_c + akg_c,207000000000.0,44.7291,4627859715.487233,gene-GO or gene-kcat
PRAGSr_reverse,0.0,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c,732024.0,45.9404,15934.210411750879,
PPAKr_reverse,0.0,atp_c + ppa_c --> adp_c + ppap_c,347142.8571,43.3841,8001.614810495092,
PPM2_reverse,0.0,2dr5p_c --> 2dr1p_c,381420.0,44.37,8596.348884381341,
G6PDH2r_reverse,0.0,6pgl_c + h_c + nadph_c --> g6p_c + nadp_c,5155319.999,55.7044,92547.80590043156,
FBA3_reverse,0.0,dhap_c + e4p_c --> s17bp_c,20255.4,78.2945,258.70782749746155,
ADK3_reverse,0.0,adp_c + gdp_c --> amp_c + gtp_c,523137.6,23.586,22180.00508776393,
HSDy_reverse,0.522244147289481,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,243007.2,177.7754,1366.9337827393442,
GLUtex_reverse,0.0,glu__L_p --> glu__L_e,,,,
GLYtex_reverse,0.0,gly_p --> gly_e,,,,
GLYALDtex_reverse,0.0,glyald_p --> glyald_e,,,,
GLYBtex_reverse,0.0,glyb_p --> glyb_e,,,,
GLYCtex_reverse,0.0,glyc_p --> glyc_e,,,,
GLYC3Ptex_reverse,0.0,glyc3p_p --> glyc3p_e,,,,
GLYCLTtex_reverse,0.0,glyclt_p --> glyclt_e,,,,
GTPtex_reverse,0.0,gtp_p --> gtp_e,,,,
GUAtex_reverse,0.0,gua_p --> gua_e,,,,
Htex_reverse,6.873516710728161,h_p --> h_e,,,,
H2tex_reverse,0.0,h2_p --> h2_e,,,,
H2Otex_reverse,49.04970136984733,h2o_p --> h2o_e,,,,
O2tpp_reverse,0.0,o2_c --> o2_p,,,,
PYRt2rpp_reverse,0.0,h_c + pyr_c --> h_p + pyr_p,,,,
XANtpp_reverse,0.0,xan_c --> xan_p,,,,
DAPtex_reverse,0.0,15dap_p --> 15dap_e,,,,
12PPDStex_reverse,0.0,12ppd__S_p --> 12ppd__S_e,,,,
DDGLCNtex_reverse,0.0,2ddglcn_p --> 2ddglcn_e,,,,
26DAHtex_reverse,0.0,26dap__M_p --> 26dap__M_e,,,,
HCINNMtex_reverse,0.0,3hcinnm_p --> 3hcinnm_e,,,,
HPPPNtex_reverse,0.0,3hpppn_p --> 3hpppn_e,,,,
ACtex_reverse,0.0,ac_p --> ac_e,,,,
ACALDtex_reverse,0.0,acald_p --> acald_e,,,,
ACMANAtex_reverse,0.0,acmana_p --> acmana_e,,,,
ACACT7r_reverse,0.0,3ohdcoa_c + coa_c --> accoa_c + tdcoa_c,1200988584.0,46.5305,25810781.83127196,
ACACT2r_reverse,0.0,3ohcoa_c + coa_c --> accoa_c + btcoa_c,1200988584.0,46.5305,25810781.83127196,
ACACT3r_reverse,0.0,3oocoa_c + coa_c --> accoa_c + hxcoa_c,1200988584.0,46.5305,25810781.83127196,
ACACT4r_reverse,0.0,3odcoa_c + coa_c --> accoa_c + occoa_c,1200988584.0,46.5305,25810781.83127196,
SUCFUMtpp_reverse,0.0,fum_c + succ_p --> fum_p + succ_c,,,,
TARTRt7pp_reverse,0.0,succ_p + tartr__L_c --> succ_c + tartr__L_p,,,,
AHGDx_reverse,0.0,akg_c + h_c + nadh_c --> S2hglut_c + nad_c,40147.99999,176.7031,227.20597425851608,
EX_ca2_e_reverse,0.0038936766328214628, --> ca2_e,,,,
AKGt2rpp_reverse,0.0,akg_c + h_c --> akg_p + h_p,,,,
THMDt2pp_copy2_reverse,0.0,h_c + thymd_c --> h_p + thymd_p,,,,
TRPt2rpp_reverse,0.0,h_c + trp__L_c --> h_p + trp__L_p,,,,
TYRt2rpp_reverse,0.0,h_c + tyr__L_c --> h_p + tyr__L_p,,,,
URIt2pp_copy2_reverse,0.0,h_c + uri_c --> h_p + uri_p,,,,
XTSNt2rpp_reverse,0.0,h_c + xtsn_c --> h_p + xtsn_p,,,,
GALtex_reverse,0.0,gal_p --> gal_e,,,,
GALCTtex_reverse,0.0,galct__D_p --> galct__D_e,,,,
GALCTNtex_reverse,0.0,galctn__D_p --> galctn__D_e,,,,
GALTtex_reverse,0.0,galt_p --> galt_e,,,,
GALURtex_reverse,0.0,galur_p --> galur_e,,,,
ACACt2pp_reverse,0.0,acac_c + h_c --> acac_p + h_p,,,,
TKT2_reverse,0.2936872363628389,f6p_c + g3p_c --> e4p_c + xu5p__D_c,44816115.1,73.0427,613560.494067169,
GAMtex_reverse,0.0,gam_p --> gam_e,,,,
GBBTNtex_reverse,0.0,gbbtn_p --> gbbtn_e,,,,
ARBt2rpp_reverse,0.0,arab__L_c + h_c --> arab__L_p + h_p,,,,
CO2tpp_reverse,29.29538170473198,co2_c --> co2_p,,,,
DHAtpp_reverse,0.0,dha_c --> dha_p,,,,
ARGAGMt7pp_reverse,0.0,agm_p + arg__L_c --> agm_c + arg__L_p,,,,
ASNt2rpp_reverse,0.0,asn__L_c + h_c --> asn__L_p + h_p,,,,
HIStex_reverse,0.0,his__L_p --> his__L_e,,,,
HXAtex_reverse,0.0,hxa_p --> hxa_e,,,,
HYXNtex_reverse,0.0,hxan_p --> hxan_e,,,,
IDONtex_reverse,0.0,idon__L_p --> idon__L_e,,,,
ILEtex_reverse,0.0,ile__L_p --> ile__L_e,,,,
INSTtex_reverse,0.0,inost_p --> inost_e,,,,
INStex_reverse,0.0,ins_p --> ins_e,,,,
Ktex_reverse,0.0,k_p --> k_e,,,,
D_LACtex_reverse,0.0,lac__D_p --> lac__D_e,,,,
FRULYStex_reverse,0.0,frulys_p --> frulys_e,,,,
GALCTt2rpp_reverse,0.0,galct__D_c + h_c --> galct__D_p + h_p,,,,
ASPtex_reverse,0.0,asp__L_p --> asp__L_e,,,,
ACALDtpp_reverse,0.0,acald_c --> acald_p,,,,
ACt2rpp_reverse,0.0038936766328214628,ac_c + h_c --> ac_p + h_p,,,,
ATPS4rpp_reverse,0.0,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_p + pi_c,386596.0001,530.0127,729.4089369933963,
INDOLEtex_reverse,0.0,indole_p --> indole_e,,,,
L_LACtex_reverse,0.0,lac__L_p --> lac__L_e,,,,
ADEt2rpp_reverse,0.0,ade_c + h_c --> ade_p + h_p,,,,
ADNt2pp_copy2_reverse,0.0,adn_c + h_c --> adn_p + h_p,,,,
ALLTNt2rpp_reverse,0.0,alltn_c + h_c --> alltn_p + h_p,,,,
ECOAH8_reverse,0.0,h2o_c + od2coa_c --> 3hodcoa_c,4002840.0,77.0722,51936.23641209152,
GUAtpp_reverse,0.0,gua_c --> gua_p,,,,
HYXNtpp_reverse,0.0,hxan_c --> hxan_p,,,,
GLCRtex_reverse,0.0,glcr_p --> glcr_e,,,,
GLCNtex_reverse,0.0,glcn_p --> glcn_e,,,,
GLCURtex_reverse,0.0,glcur_p --> glcur_e,,,,
GLNtex_reverse,0.0,gln__L_p --> gln__L_e,,,,
O2tex_reverse,0.0,o2_p --> o2_e,,,,
OCTAtex_reverse,0.0,octa_p --> octa_e,,,,
ORNtex_reverse,0.0,orn_p --> orn_e,,,,
ECOAH5_reverse,0.0,dd2coa_c + h2o_c --> 3hddcoa_c,4002840.0,77.0722,51936.23641209152,
EX_ni2_e_reverse,0.00024162488999064982, --> ni2_e,,,,
FUCtpp_reverse,0.0,fuc__L_c + h_c --> fuc__L_p + h_p,,,,
CYTDt2pp_copy2_reverse,0.0,cytd_c + h_c --> cytd_p + h_p,,,,
DDGLCNt2rpp_reverse,0.0,2ddglcn_c + h_c --> 2ddglcn_p + h_p,,,,
RMNtex_reverse,0.0,rmn_p --> rmn_e,,,,
PHEtex_reverse,0.0,phe__L_p --> phe__L_e,,,,
PItex_reverse,0.0,pi_p --> pi_e,,,,
EX_cu2_e_reverse,0.0005303778544995997, --> cu2_e,,,,
TRSARr_reverse,0.0,glyc__R_c + nad_c --> 2h3oppan_c + h_c + nadh_c,874800.0,30.4274,28750.40259765868,
PNTOtex_reverse,0.0,pnto__R_p --> pnto__R_e,,,,
PPPNtex_reverse,0.0,pppn_p --> pppn_e,,,,
PPTtex_reverse,0.0,ppt_p --> ppt_e,,,,
PTRCtex_reverse,0.0,ptrc_p --> ptrc_e,,,,
PYRtex_reverse,0.0,pyr_p --> pyr_e,,,,
DSERtex_reverse,0.0,ser__D_p --> ser__D_e,,,,
SERtex_reverse,0.0,ser__L_p --> ser__L_e,,,,
SO4tex_reverse,0.0,so4_p --> so4_e,,,,
SPMDtex_reverse,0.0,spmd_p --> spmd_e,,,,
SUCCtex_reverse,0.0,succ_p --> succ_e,,,,
SUCRtex_reverse,0.0,sucr_p --> sucr_e,,,,
TARTRtex_reverse,0.0,tartr__L_p --> tartr__L_e,,,,
TAURtex_reverse,0.0,taur_p --> taur_e,,,,
THRtex_reverse,0.0,thr__L_p --> thr__L_e,,,,
THMDtex_reverse,0.0,thymd_p --> thymd_e,,,,
METDtex_reverse,0.0,met__D_p --> met__D_e,,,,
METtex_reverse,0.0,met__L_p --> met__L_e,,,,
MNLtex_reverse,0.0,mnl_p --> mnl_e,,,,
NAtex_reverse,0.0,na1_p --> na1_e,,,,
NACtex_reverse,0.0,nac_p --> nac_e,,,,
NH4tex_reverse,0.0,nh4_p --> nh4_e,,,,
BUTtex_reverse,0.0,but_p --> but_e,,,,
CHLtex_reverse,0.0,chol_p --> chol_e,,,,
CO2tex_reverse,29.29538170473198,co2_p --> co2_e,,,,
CRNtex_reverse,0.0,crn_p --> crn_e,,,,
DINStex_reverse,0.0,din_p --> din_e,,,,
DMStex_reverse,0.0,dms_p --> dms_e,,,,
CSNtex_reverse,0.0,csn_p --> csn_e,,,,
CYNTtex_reverse,0.0,cynt_p --> cynt_e,,,,
CYStex_reverse,0.0,cys__L_p --> cys__L_e,,,,
CYTDtex_reverse,0.0,cytd_p --> cytd_e,,,,
DCAtex_reverse,0.0,dca_p --> dca_e,,,,
DCYTtex_reverse,0.0,dcyt_p --> dcyt_e,,,,
DGSNtex_reverse,0.0,dgsn_p --> dgsn_e,,,,
LCTStex_reverse,0.0,lcts_p --> lcts_e,,,,
LEUtex_reverse,0.0,leu__L_p --> leu__L_e,,,,
LYStex_reverse,0.0,lys__L_p --> lys__L_e,,,,
LYXtex_reverse,0.0,lyx__L_p --> lyx__L_e,,,,
MANtex_reverse,0.0,man_p --> man_e,,,,
MAN6Ptex_reverse,0.0,man6p_p --> man6p_e,,,,
MELIBtex_reverse,0.0,melib_p --> melib_e,,,,
DMSOtex_reverse,0.0,dmso_p --> dmso_e,,,,
DURItex_reverse,0.0,duri_p --> duri_e,,,,
FRUtex_reverse,0.0,fru_p --> fru_e,,,,
FUCtex_reverse,0.0,fuc__L_p --> fuc__L_e,,,,
FUMtex_reverse,0.0,fum_p --> fum_e,,,,
ACACT5r_reverse,0.0,3oddcoa_c + coa_c --> accoa_c + dcacoa_c,1200988584.0,46.5305,25810781.83127196,
FE2tex_reverse,0.0,fe2_p --> fe2_e,,,,
NMNtex_reverse,0.0,nmn_p --> nmn_e,,,,
NO2tex_reverse,0.0,no2_p --> no2_e,,,,
MTHFC_reverse,0.0,10fthf_c + h_c --> h2o_c + methf_c,10664400.0,62.0875,171764.0426816992,
MTHFD_reverse,0.0,methf_c + nadph_c --> mlthf_c + nadp_c,630387.6923,62.0875,10153.2142911214,
BUTt2rpp_reverse,0.0,but_c + h_c --> but_p + h_p,,,,
GDPtex_reverse,0.0,gdp_p --> gdp_e,,,,
EX_cobalt2_e_reverse,1.8701616872341317e-05, --> cobalt2_e,,,,
TMAtex_reverse,0.0,tma_p --> tma_e,,,,
TMAOtex_reverse,0.0,tmao_p --> tmao_e,,,,
TREtex_reverse,0.0,tre_p --> tre_e,,,,
ACACT6r_reverse,0.0,3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,1200988584.0,46.5305,25810781.83127196,
TRPtex_reverse,0.0,trp__L_p --> trp__L_e,,,,
TSULtex_reverse,0.0,tsul_p --> tsul_e,,,,
TYRtex_reverse,0.0,tyr__L_p --> tyr__L_e,,,,
URAtex_reverse,0.0,ura_p --> ura_e,,,,
UREAtex_reverse,0.0,urea_p --> urea_e,,,,
URItex_reverse,0.0,uri_p --> uri_e,,,,
VALtex_reverse,0.0,val__L_p --> val__L_e,,,,
XANtex_reverse,0.0,xan_p --> xan_e,,,,
XYLtex_reverse,0.0,xyl__D_p --> xyl__D_e,,,,
ABUTtex_reverse,0.0,4abut_p --> 4abut_e,,,,
GGGABADr_reverse,0.0,gg4abut_c + 2.0 h_c + nadph_c --> ggbutal_c + h2o_c + nadp_c,,,,
EX_sel_e_reverse,0.0, --> sel_e,,,,
MALTATr_reverse,0.0,acmalt_c + coa_c --> accoa_c + malt_c,,,,
23CAMPtex_reverse,0.0,23camp_p --> 23camp_e,,,,
23CCMPtex_reverse,0.0,23ccmp_p --> 23ccmp_e,,,,
23CUMPtex_reverse,0.0,23cump_p --> 23cump_e,,,,
23CGMPtex_reverse,0.0,23cgmp_p --> 23cgmp_e,,,,
3AMPtex_reverse,0.0,3amp_p --> 3amp_e,,,,
3CMPtex_reverse,0.0,3cmp_p --> 3cmp_e,,,,
ALAGLUE_reverse,0.0,LalaLglu_c --> LalaDglu_c,24867.25714,34.674,717.1730155159488,
ETHSO3tex_reverse,0.0,ethso3_p --> ethso3_e,,,,
BUTSO3tex_reverse,0.0,butso3_p --> butso3_e,,,,
LIPOtex_reverse,0.0,lipoate_p --> lipoate_e,,,,
GALBDtex_reverse,0.0,gal_bD_p --> gal_bD_e,,,,
SULFACtex_reverse,0.0,sulfac_p --> sulfac_e,,,,
NOtex_reverse,0.0,no_p --> no_e,,,,
NOtpp_reverse,0.0,no_c --> no_p,,,,
N2Otpp_reverse,0.0,n2o_c --> n2o_p,,,,
N2Otex_reverse,0.0,n2o_p --> n2o_e,,,,
CRNt2rpp_reverse,0.0,crn_c + h_c --> crn_p + h_p,,,,
CRNDt2rpp_reverse,0.0,crn__D_c + h_c --> crn__D_p + h_p,,,,
CTBTt2rpp_reverse,0.0,ctbt_c + h_c --> ctbt_p + h_p,,,,
PACALDt2rpp_reverse,0.0,h_c + pacald_c --> h_p + pacald_p,,,,
PEAMNtex_reverse,0.0,peamn_p --> peamn_e,,,,
PACALDtex_reverse,0.0,pacald_p --> pacald_e,,,,
CYANtex_reverse,0.0,cyan_p --> cyan_e,,,,
SO3tex_reverse,0.0,so3_p --> so3_e,,,,
TCYNTtex_reverse,0.0,tcynt_p --> tcynt_e,,,,
METSOX1tex_reverse,0.0,metsox_S__L_p --> metsox_S__L_e,,,,
METSOX2tex_reverse,0.0,metsox_R__L_p --> metsox_R__L_e,,,,
